STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,ALK_OUT_MO,ALKCODE_MO,SSED_OUT_MO,SSEDCODE_MO,SI_OUT_MO,SICODE_MO,UTP_OUT_MO,UTPCODE_MO,TDP_OUT_MO,TDPCODE_MO,PO4P_OUT_MO,PO4PCODE_MO,PARTP_OUT_MO,PARTPCODE_MO,UTN_OUT_MO,UTNCODE_MO,TDN_OUT_MO,TDNCODE_MO,DON_OUT_MO,DONCODE_MO,PARTN_OUT_MO,PARTNCODE_MO,UTKN_OUT_MO,UTKNCODE_MO,TKN_OUT_MO,TKNCODE_MO,NH3N_OUT_MO,NH3NCODE_MO,NO3N_OUT_MO,NO3NCODE_MO,NA_OUT_MO,NACODE_MO,K_OUT_MO,KCODE_MO,CA_OUT_MO,CACODE_MO,MG_OUT_MO,MGCODE_MO,SO4S_OUT_MO,SO4SCODE_MO,CL_OUT_MO,CLCODE_MO,DOC_OUT_MO,DOCCODE_MO 
CF002,4,"GSMACK",1998,1997,11,F,11.06,A,15.96,A,294.02,A,7.15,A,0.361,Q,0.015,A,0.007,A,0.347,DQ,1.60,D,0.21,D,0.05,D,1.39,D,1.47,A,0.08,A,0.028,A,0.121,A,1.65,A,0.38,A,2.58,A,0.94,A,0.11,A,0.94,A,,N
CF002,4,"GSMACK",1998,1997,12,F,9.77,A,3.04,*,34.91,A,6.61,A,0.064,Q,0.015,A,0.009,A,0.049,DQ,0.44,D,0.18,D,0.04,D,0.26,D,0.36,A,0.10,A,0.059,*,0.081,A,1.64,A,0.41,A,2.58,A,0.92,A,0.11,A,9.26,A,,N
CF002,4,"GSMACK",1998,1998,1,F,41.73,A,47.91,A,307.82,A,24.41,A,0.461,Q,0.044,A,0.021,A,0.417,DQ,2.40,D,0.54,D,0.13,D,1.86,D,2.04,A,0.18,A,0.049,*,0.356,A,5.41,A,1.14,A,8.67,A,3.03,A,0.30,A,3.22,A,,N
CF002,4,"GSMACK",1998,1998,2,F,10.97,A,13.50,A,27.83,A,7.08,A,0.057,Q,0.012,A,0.003,A,0.045,DQ,0.33,D,0.12,D,0.03,D,0.20,D,0.25,A,0.05,A,0.012,*,0.072,A,1.60,A,0.33,A,2.49,A,0.88,A,0.09,A,0.86,A,,N
CF002,4,"GSMACK",1998,1998,3,P,23.65,A,28.62,A,61.67,A,14.83,A,0.124,Q,0.023,A,0.009,A,0.101,DQ,0.77,D,0.30,D,0.08,D,0.47,D,0.58,A,0.11,A,0.028,*,0.189,A,3.30,A,0.70,A,5.06,A,1.84,A,0.24,A,1.63,A,,N
CF002,4,"GSMACK",1998,1998,4,P,13.47,A,16.25,A,17.41,A,8.40,A,0.042,Q,0.011,A,0.003,*,0.031,DQ,0.40,D,0.22,D,0.08,D,0.18,D,0.29,A,0.11,A,0.035,A,0.111,A,2.02,A,0.50,A,2.94,A,1.06,A,0.14,A,0.85,A,,N
CF002,4,"GSMACK",1998,1998,5,P,18.76,A,23.46,A,18.68,A,11.88,A,0.058,Q,0.022,A,0.012,*,0.035,DQ,0.46,D,0.26,D,0.06,D,0.20,D,0.33,A,0.13,A,0.065,A,0.122,A,2.68,A,0.62,A,4.23,A,1.53,A,0.28,A,1.37,A,,N
CF002,4,"GSMACK",1998,1998,6,F,8.06,A,11.54,A,8.56,A,5.68,A,0.029,A,0.014,A,0.006,A,0.015,D,0.20,D,0.10,D,0.02,D,0.10,D,0.16,A,0.06,A,0.041,A,0.036,A,1.29,A,0.31,A,2.10,A,0.74,A,0.09,A,0.42,A,,N
CF002,4,"GSMACK",1998,1998,7,F,3.18,A,5.29,A,4.33,A,2.60,A,0.013,A,0.006,A,0.002,A,0.008,D,0.08,D,0.04,D,0.01,D,0.05,D,0.07,A,0.02,A,0.009,A,0.014,A,0.63,A,0.16,A,0.96,A,0.34,A,0.03,A,0.27,A,,N
CF002,4,"GSMACK",1998,1998,8,F,1.54,A,2.79,A,1.79,A,1.35,A,0.007,A,0.004,A,0.002,A,0.004,D,0.05,D,0.03,D,0.01,D,0.02,D,0.04,A,0.02,A,0.012,A,0.009,A,0.33,A,0.09,A,0.51,A,0.18,A,0.02,A,0.14,A,,N
CF002,4,"GSMACK",1998,1998,9,F,1.03,A,1.83,A,1.46,A,0.89,A,0.005,A,0.002,A,0.001,A,0.003,D,0.03,D,0.02,D,0.01,D,0.01,D,0.02,A,0.01,A,0.002,A,0.009,A,0.22,A,0.05,A,0.34,A,0.12,A,0.01,A,0.08,A,,N
CF002,4,"GSMACK",1999,1998,10,F,2.78,A,4.54,A,7.49,A,2.19,A,0.017,A,0.005,A,0.003,A,0.013,D,0.12,D,0.06,D,0.01,D,0.06,D,0.08,A,0.02,A,0.008,A,0.040,A,0.53,A,0.12,A,0.86,A,0.32,A,0.03,E,0.21,E,,N
CF002,4,"GSMACK",1999,1998,11,F,26.42,A,30.29,A,79.77,A,15.94,A,0.140,A,0.047,A,0.034,A,0.093,D,0.99,D,0.70,D,0.10,D,0.29,D,0.58,A,0.28,A,0.189,A,0.420,A,3.51,A,0.84,A,5.92,A,2.10,A,0.24,A,1.96,A,,N
CF002,4,"GSMACK",1999,1998,12,P,43.30,A,48.41,A,46.36,A,26.49,A,0.097,A,0.047,A,0.039,A,0.050,D,0.67,D,0.53,D,0.09,D,0.14,D,0.30,A,0.16,A,0.070,A,0.371,A,5.48,A,1.21,A,9.24,A,3.23,A,0.37,A,3.00,A,,N
CF002,4,"GSMACK",1999,1999,1,P,27.51,A,31.00,A,29.44,A,16.77,A,0.066,A,0.038,A,0.022,A,0.028,D,0.42,D,0.31,D,0.04,D,0.11,D,0.22,A,0.11,A,0.065,A,0.203,A,3.47,A,0.76,A,5.78,A,2.00,A,0.23,A,1.70,A,,N
CF002,4,"GSMACK",1999,1999,2,F,16.91,A,20.92,A,16.01,A,11.06,A,0.036,A,0.018,A,0.011,A,0.018,D,0.23,D,0.14,D,0.02,D,0.09,D,0.15,A,0.07,A,0.049,A,0.071,A,2.34,A,0.49,A,3.83,A,1.37,A,0.16,A,1.09,A,,N
CF002,4,"GSMACK",1999,1999,3,F,21.82,A,26.33,A,17.34,A,14.00,A,0.055,A,0.036,A,0.015,A,0.018,D,0.31,D,0.22,D,0.01,D,0.09,D,0.20,A,0.11,A,0.093,A,0.114,A,2.90,A,0.63,A,4.65,A,1.73,A,0.21,A,1.31,A,,N
CF002,4,"GSMACK",1999,1999,4,F,22.51,A,26.50,A,11.71,A,13.96,A,0.042,A,0.019,A,0.014,A,0.022,D,0.32,D,0.23,D,0.01,D,0.09,D,0.16,A,0.07,A,0.074,A,0.143,A,2.91,A,0.65,A,4.60,A,1.67,A,0.20,A,1.38,A,,N
CF002,4,"GSMACK",1999,1999,5,F,41.30,A,43.66,A,27.11,A,23.28,A,0.094,A,0.043,A,0.022,A,0.051,D,0.67,D,0.55,D,0.15,D,0.12,D,0.35,A,0.24,A,0.083,A,0.324,A,4.80,A,1.08,A,7.72,A,2.64,A,0.31,A,2.34,A,,N
CF002,4,"GSMACK",1999,1999,6,F,21.98,A,23.46,A,17.47,A,12.36,A,0.054,A,0.023,A,0.014,A,0.031,D,0.44,D,0.32,D,0.07,D,0.12,D,0.26,A,0.14,A,0.069,A,0.180,A,2.59,A,0.61,A,4.13,A,1.36,A,0.24,A,1.12,A,,N
CF002,4,"GSMACK",1999,1999,7,F,5.15,A,7.29,A,6.71,A,3.71,A,0.018,A,0.010,A,0.005,A,0.008,D,0.12,D,0.07,D,0.02,D,0.05,D,0.10,A,0.05,A,0.022,A,0.025,A,0.82,A,0.21,A,1.31,A,0.45,A,0.07,A,0.25,A,,N
CF002,4,"GSMACK",1999,1999,8,P,2.63,A,4.62,A,2.69,A,2.20,A,0.010,A,0.005,A,0.003,A,0.004,D,0.06,D,0.04,D,0.01,D,0.03,D,0.05,A,0.02,A,0.011,A,0.015,A,0.53,A,0.14,A,0.84,A,0.29,A,0.04,A,0.16,A,,N
CF002,4,"GSMACK",1999,1999,9,P,1.45,A,2.62,A,1.35,A,1.24,A,0.005,A,0.002,A,0.002,A,0.003,D,0.03,D,0.02,D,0.01,D,0.01,D,0.02,A,0.01,A,0.003,A,0.011,A,0.30,A,0.07,A,0.47,A,0.15,A,0.02,A,0.09,A,,N
CF002,4,"GSMACK",2000,1999,10,F,1.75,A,3.08,A,2.09,A,1.47,A,0.008,A,0.003,A,0.002,A,0.005,D,0.04,D,0.03,D,0.01,D,0.02,D,0.03,A,0.01,A,0.002,*,0.018,A,0.35,A,0.08,A,0.56,A,0.20,A,0.02,A,0.13,A,,N
CF002,4,"GSMACK",2000,1999,11,F,26.86,A,29.41,A,376.98,A,14.93,A,0.247,A,0.040,A,0.027,A,0.207,D,1.58,D,0.49,D,0.13,D,1.09,D,1.26,A,0.16,A,0.039,*,0.334,A,3.42,A,0.89,A,5.41,A,1.76,A,0.30,A,2.84,A,,N
CF002,4,"GSMACK",2000,1999,12,F,32.23,A,35.00,A,162.65,A,18.49,A,0.130,A,0.035,A,0.023,A,0.095,D,0.84,D,0.38,D,0.12,D,0.46,D,0.58,A,0.13,A,0.025,*,0.258,A,3.99,A,0.96,A,6.44,A,2.12,A,0.29,A,2.90,A,,N
CF002,4,"GSMACK",2000,2000,1,F,19.87,A,23.79,A,4.67,A,12.76,A,0.027,A,0.029,A,0.014,A,0.001,D,0.16,D,0.13,D,0.04,D,0.02,D,0.07,A,0.05,A,0.011,*,0.081,A,2.65,A,0.59,A,4.30,A,1.62,A,0.18,A,1.26,A,,N
CF002,4,"GSMACK",2000,2000,2,F,28.88,A,34.21,A,3.84,A,18.28,A,0.038,A,0.033,A,0.023,A,0.005,D,0.27,D,0.22,D,0.05,D,0.05,D,0.13,A,0.09,A,0.049,A,0.136,A,3.84,A,0.85,A,6.13,A,2.30,A,0.26,A,2.04,A,,N
CF002,4,"GSMACK",2000,2000,3,F,20.33,A,24.29,A,3.49,A,12.98,A,0.031,A,0.024,A,0.015,A,0.007,D,0.26,D,0.18,D,0.04,D,0.08,D,0.16,A,0.08,A,0.042,A,0.105,A,2.74,A,0.62,A,4.40,A,1.62,A,0.18,A,1.61,A,,N
CF002,4,"GSMACK",2000,2000,4,F,23.14,A,25.42,A,6.78,A,13.73,A,0.039,A,0.025,A,0.015,A,0.015,D,0.38,D,0.32,D,0.07,D,0.05,D,0.19,A,0.13,A,0.063,A,0.195,A,2.88,A,0.68,A,4.75,A,1.69,A,0.20,A,1.62,A,,N
CF002,4,"GSMACK",2000,2000,5,F,18.36,A,21.50,A,8.12,A,11.47,A,0.041,A,0.024,A,0.014,A,0.017,D,0.28,D,0.22,D,0.06,D,0.06,D,0.16,A,0.11,A,0.045,A,0.111,A,2.43,A,0.56,A,3.95,A,1.42,A,0.12,A,0.76,A,,N
CF002,4,"GSMACK",2000,2000,6,P,11.52,A,15.04,A,14.52,A,7.80,A,0.041,A,0.019,A,0.007,*,0.021,D,0.22,D,0.13,DQ,0.06,DQ,0.09,D,0.16,A,0.08,Q,0.021,*,0.052,*,1.78,A,0.40,A,2.77,A,0.99,A,0.10,A,0.82,A,,N
CF002,4,"GSMACK",2000,2000,7,P,3.49,A,5.71,A,0.45,A,2.86,A,0.009,A,0.007,A,0.003,*,0.002,D,0.04,D,0.04,DQ,0.02,DQ,0.00,D,0.03,A,0.03,Q,0.014,*,0.009,*,0.70,A,0.16,A,1.03,A,0.38,A,0.04,A,0.26,A,,N
CF002,4,"GSMACK",2000,2000,8,F,1.62,A,2.83,A,0.23,A,1.38,A,0.005,A,0.004,A,0.002,A,0.001,D,0.02,D,0.02,D,0.01,D,0.00,D,0.01,A,0.01,A,0.003,A,0.006,A,0.33,A,0.08,A,0.49,A,0.17,A,0.02,A,0.15,A,,N
CF002,4,"GSMACK",2000,2000,9,F,1.35,A,2.33,A,0.15,A,1.16,A,0.003,A,0.003,A,0.002,A,0.000,D,0.01,D,0.01,D,0.00,D,0.00,D,0.01,A,0.01,A,0.002,A,0.006,A,0.28,A,0.07,A,0.44,A,0.16,A,0.02,A,0.19,A,,N
CF002,4,"GSMACK",2001,2000,10,F,1.80,A,3.17,A,4.28,A,1.48,A,0.004,A,0.003,A,0.002,A,0.001,D,0.03,D,0.02,D,0.01,D,0.01,D,0.02,A,0.01,A,0.003,A,0.013,A,0.36,A,0.09,A,0.58,A,0.22,A,0.03,A,0.21,A,,N
CF002,4,"GSMACK",2001,2000,11,F,2.78,A,4.58,A,0.88,A,2.13,A,0.005,A,0.004,A,0.002,A,0.001,D,0.04,D,0.04,D,0.01,D,0.00,D,0.02,A,0.01,A,0.003,*,0.027,A,0.50,A,0.11,A,0.82,A,0.29,A,0.03,A,0.24,A,,N
CF002,4,"GSMACK",2001,2000,12,F,9.79,A,12.29,A,1.89,A,6.75,A,0.015,A,0.012,A,0.008,A,0.003,D,0.15,D,0.12,D,0.03,D*,0.03,D,0.06,A,0.03,A,0.003,*,0.084,A,1.48,A,0.34,A,2.43,A,0.85,A,0.10,A,1.35,A,,N
CF002,4,"GSMACK",2001,2001,1,F,9.39,A,8.67,A,0.91,A,6.37,A,0.014,A,0.011,A,0.007,A,0.003,D,0.12,D,0.11,D,0.02,D,0.01,D,0.03,A,0.03,A,0.007,*,0.083,A,1.33,A,0.30,A,2.26,A,0.80,A,0.09,A,3.05,A,,N
CF002,4,"GSMACK",2001,2001,2,F,6.84,A,8.29,A,0.29,A,4.81,A,0.011,A,0.009,A,0.005,A,0.002,D,0.07,D,0.07,D,0.01,D,0.01,D,0.03,A,0.02,A,0.008,*,0.049,A,1.06,A,0.23,A,1.71,A,0.61,A,0.06,A,1.21,A,,N
CF002,4,"GSMACK",2001,2001,3,F,15.36,A,18.92,A,1.15,A,9.76,A,0.026,A,0.023,A,0.011,A,0.004,D,0.26,D,0.25,D,0.04,D,0.01,D,0.07,A,0.06,A,0.014,*,0.187,A,2.14,A,0.51,A,3.51,A,1.30,A,0.13,A,1.09,A,,N
CF002,4,"GSMACK",2001,2001,4,F,16.23,A,19.54,A,1.25,A,10.08,A,0.023,A,0.021,A,0.011,A,0.002,D,0.22,D,0.22,D,0.06,D,0.00,D,0.06,A,0.06,A,0.009,*,0.160,A,2.17,A,0.52,A,3.62,A,1.32,A,0.13,A,1.04,A,,N
CF002,4,"GSMACK",2001,2001,5,F,15.00,A,19.25,A,0.76,A,9.87,A,0.021,A,0.018,E,0.011,A,0.004,DE,0.16,D,0.15,D,0.05,D*,0.01,D,0.06,A,0.05,A,0.002,*,0.094,A,2.11,A,0.49,A,3.53,A,1.28,A,0.11,A,0.90,A,,N
CF002,4,"GSMACK",2001,2001,6,F,4.17,A,6.71,A,0.33,A,3.21,A,0.006,A,0.007,E,0.004,A,0.000,DE,0.03,DQ,0.03,DQ,0.01,D,0.00,D,0.01,A,0.01,A,0.002,*,0.017,Q,0.74,A,0.17,A,1.20,A,0.41,A,0.04,A,0.31,A,,N
CF002,4,"GSMACK",2001,2001,7,F,2.22,A,3.62,A,0.13,A,1.85,A,0.005,A,0.005,A,0.003,A,0.001,D,0.02,DQ,0.02,DQ,0.01,D,0.00,D,0.01,A,0.01,A,0.003,*,0.010,Q,0.45,A,0.11,A,0.71,A,0.24,A,0.02,A,0.42,A,,N
CF002,4,"GSMACK",2001,2001,8,P,1.37,A,2.58,A,0.30,A,1.18,A,0.004,A,0.003,A,0.002,A,0.001,D,0.01,DQ,0.01,DQ,0.01,D*,0.00,D,0.01,A,0.01,A,0.001,*,0.006,Q,0.30,A,0.07,A,0.48,A,0.16,A,0.02,A,0.08,A,,N
CF002,4,"GSMACK",2001,2001,9,P,0.96,A,1.79,A,0.46,A,0.82,A,0.002,A,0.002,A,0.001,A,0.000,D,0.01,DQ,0.01,DQ,0.00,D*,0.00,D,0.00,A,0.00,A,0.000,*,0.007,Q,0.21,A,0.05,A,0.32,A,0.12,A,0.01,A,0.08,A,0.07,A
CF002,4,"GSMACK",2002,2001,10,F,2.75,A,4.46,A,0.58,A,2.11,A,0.006,A,0.005,A,0.003,A,0.001,D,0.04,DE,0.03,DE,0.01,DE*,0.01,DE,0.01,E,0.01,E,0.002,*,0.036,A,0.53,A,0.13,A,0.85,A,0.31,A,0.04,A,0.24,A,0.26,E
CF002,4,"GSMACK",2002,2001,11,F,11.17,A,14.87,A,2.03,A,7.44,A,0.018,A,0.013,A,0.009,A,0.006,D,0.17,DE,0.16,DE,0.04,DE*,0.02,DE,0.06,E,0.04,E,0.004,*,0.113,A,1.72,A,0.40,A,2.87,A,1.00,A,0.12,A,1.10,A,,N
CF002,4,"GSMACK",2002,2001,12,F,32.36,A,37.71,A,7.32,A,19.18,A,0.044,A,0.022,A,0.023,A,0.022,D,0.36,D,0.33,D,0.09,D*,0.02,D,0.14,A,0.11,A,0.017,*,0.209,A,4.41,A,0.96,A,7.14,A,2.45,A,0.26,A,2.47,A,3.20,E
CF002,4,"GSMACK",2002,2002,1,P,24.68,A,30.08,A,1.55,A,15.52,A,0.032,A,0.025,A,0.017,A,0.007,D,0.26,D,0.21,D,0.05,D*,0.05,D,0.11,A,0.06,A,0.011,*,0.148,A,3.33,A,0.72,A,5.62,A,1.95,A,0.21,A,1.67,A,,N
CF002,4,"GSMACK",2002,2002,2,F,14.25,A,18.33,A,1.05,A,9.42,A,0.020,A,0.017,A,0.011,A,0.003,D,0.11,D,0.09,D,0.04,DE,0.02,D,0.05,A,0.03,A,0.006,E*,0.052,A,2.02,A,0.45,A,3.49,A,1.22,A,0.10,A,1.08,A,0.95,E
CF002,4,"GSMACK",2002,2002,3,F,21.08,A,26.12,A,1.50,A,13.43,A,0.033,A,0.025,A,0.015,A,0.008,D,0.14,D,0.14,D,0.06,DE,0.01,D,0.05,A,0.05,A,0.008,E*,0.089,A,2.85,A,0.63,A,4.80,A,1.71,A,0.16,A,1.50,A,1.08,E
CF002,4,"GSMACK",2002,2002,4,F,42.96,A,47.87,A,32.97,A,23.81,A,0.117,A,0.033,A,0.028,A,0.084,D,0.67,D,0.46,D,0.16,D,0.22,D,0.38,A,0.16,A,0.023,*,0.302,A,5.15,A,1.14,A,8.40,A,2.99,A,0.35,A,2.54,A,,N
CF002,4,"GSMACK",2002,2002,5,F,19.59,A,22.50,A,1.61,A,11.29,A,0.030,A,0.021,A,0.017,A,0.009,D,0.25,D,0.22,D,0.04,D,0.03,D,0.10,A,0.07,A,0.032,*,0.148,A,2.50,A,0.54,A,3.83,A,1.37,A,0.16,A,0.96,A,,N
CF002,4,"GSMACK",2002,2002,6,F,9.13,A,11.92,A,0.94,A,5.89,A,0.016,A,0.013,A,0.007,A,0.003,D,0.08,D,0.07,D,0.03,D,0.00,D,0.04,A,0.04,A,0.013,A,0.036,A,1.31,A,0.29,A,2.03,A,0.74,A,0.07,A,0.47,A,,N
CF002,4,"GSMACK",2002,2002,7,F,2.58,A,4.33,A,0.25,A,2.07,A,0.005,A,0.004,A,0.003,A,0.001,D,0.02,D,0.02,D,0.01,D,0.00,D,0.01,A,0.01,A,0.002,*,0.011,A,0.48,A,0.12,A,0.75,A,0.27,A,0.03,A,0.15,A,,N
CF002,4,"GSMACK",2002,2002,8,F,1.55,A,2.83,A,0.12,A,1.32,A,0.003,A,0.002,A,0.001,A,0.001,D,0.01,D,0.01,D,0.00,D,0.00,D,0.01,A,0.01,A,0.002,*,0.008,A,0.32,A,0.08,A,0.49,A,0.18,A,0.02,A,0.10,A,0.11,E
CF002,4,"GSMACK",2002,2002,9,F,1.32,A,2.42,E,0.13,A,1.11,E,0.003,A,0.002,A,0.001,E,0.001,D,0.02,DE,0.01,DE,0.00,DE,0.00,D,0.01,A,0.01,A,0.001,E*,0.009,E,0.27,E,0.07,E,0.43,E,0.16,E,0.02,E,0.09,E,0.08,E
CF002,4,"GSMACK",2003,2002,10,F,1.03,A,1.87,A,0.08,A,0.86,A,0.002,A,0.001,A,0.001,A,0.000,D,0.01,D,0.01,D,0.00,D,0.00,D,0.00,A,0.00,A,0.001,*,0.007,A,0.22,A,0.05,A,0.33,A,0.12,A,0.01,A,0.07,A,,N
CF002,4,"GSMACK",2003,2002,11,P,3.57,A,5.83,A,0.33,A,2.71,A,0.006,A,0.005,A,0.004,A,0.001,D,0.05,D,0.05,D,0.02,D,0.00,D,0.02,A,0.02,A,0.003,*,0.034,A,0.67,A,0.15,A,1.13,A,0.40,A,0.04,A,0.29,A,0.43,A
CF002,4,"GSMACK",2003,2002,12,P,10.64,A,13.83,A,1.10,A,7.00,A,0.020,A,0.015,A,0.010,A,0.005,D,0.20,D,0.19,D,0.05,D,0.01,D,0.09,A,0.08,A,0.034,*,0.103,A,1.56,A,0.38,A,2.45,A,1.06,A,0.08,A,0.68,A,1.44,A
CF002,4,"GSMACK",2003,2003,1,F,34.04,A,37.25,A,12.00,A,20.26,A,0.061,A,0.038,A,0.022,A,0.024,D,0.56,D,0.48,D,0.15,D,0.08,D,0.26,A,0.17,A,0.020,*,0.298,A,4.27,A,1.01,A,6.96,A,2.90,A,0.21,A,2.00,A,5.29,E
CF002,4,"GSMACK",2003,2003,2,F,17.44,A,20.17,A,5.27,A,10.87,A,0.030,A,0.018,A,0.011,A,0.012,D,0.22,D,0.20,D,0.08,D,0.03,D,0.10,A,0.08,A,0.009,*,0.112,A,2.37,A,0.53,A,3.73,A,1.54,A,0.13,A,0.96,A,2.72,E
CF002,4,"GSMACK",2003,2003,3,F,48.28,A,51.12,A,10.91,A,27.69,A,0.074,A,0.056,A,0.028,A,0.019,D,0.47,D,0.44,D,0.15,D,0.04,D,0.23,A,0.19,A,0.053,*,0.233,A,6.12,A,1.32,A,9.58,A,3.71,A,0.52,A,3.16,A,,N
CF002,4,"GSMACK",2003,2003,4,F,22.43,A,25.42,A,0.97,A,13.79,A,0.036,A,0.025,A,0.013,A,0.011,D,0.20,D,0.19,D,0.07,D,0.01,D,0.10,A,0.09,A,0.024,*,0.097,A,3.02,A,0.67,A,4.86,A,1.65,A,0.22,A,1.38,A,,N
CF002,4,"GSMACK",2003,2003,5,F,15.61,A,19.37,A,0.91,A,10.14,A,0.018,A,0.014,A,0.010,A,0.005,D,0.14,D,0.12,D,0.05,D,0.01,D,0.08,A,0.06,A,0.021,A,0.056,A,2.23,A,0.51,A,3.89,A,1.33,A,0.15,A,0.90,A,1.12,E
CF002,4,"GSMACK",2003,2003,6,P,3.61,A,5.50,A,0.26,A,2.78,A,0.007,A,0.005,A,0.003,A,0.002,D,0.04,D,0.03,D,0.01,D,0.00,D,0.02,A,0.02,A,0.009,A,0.014,A,0.63,A,0.15,A,0.96,A,0.37,A,0.04,A,0.35,A,0.25,A
CF002,4,"GSMACK",2003,2003,7,P,1.71,A,3.00,A,0.22,A,1.47,A,0.004,A,0.004,A,0.002,A,0.000,D,0.02,D,0.02,D,0.01,D,0.00,D,0.01,A,0.01,A,0.003,A,0.010,A,0.35,A,0.09,A,0.54,A,0.17,A,0.02,A,0.11,A,0.14,A
CF002,4,"GSMACK",2003,2003,8,P,1.20,A,2.21,A,0.31,A,1.06,A,0.003,A,0.002,A,0.001,A,0.001,D,0.02,D,0.01,D,0.01,D,0.00,D,0.01,A,0.01,A,0.002,A,0.008,A,0.27,A,0.06,A,0.42,A,0.13,A,0.02,A,0.09,A,0.09,A
CF002,4,"GSMACK",2003,2003,9,P,1.11,A,1.96,A,0.22,A,0.96,A,0.003,A,0.002,A,0.001,A,0.001,D,0.02,D,0.01,D,0.01,D,0.00,D,0.01,A,0.01,A,0.001,*,0.008,A,0.25,A,0.06,A,0.37,A,0.12,A,0.02,A,0.14,A,0.09,A
CF002,4,"GSMACK",2004,2003,10,F,1.63,A,2.83,A,0.24,A,1.36,A,0.004,A,0.003,A,0.002,A,0.001,D,0.03,D,0.02,D,0.01,D,0.00,D,0.01,A,0.01,A,0.002,*,0.014,A,0.34,A,0.08,A,0.53,A,0.17,A,0.02,A,0.17,A,0.17,E
CF002,4,"GSMACK",2004,2003,11,F,8.84,A,10.71,A,5.65,A,5.74,A,0.017,A,0.012,A,0.008,A,0.004,D,0.20,D,0.18,D,0.04,D,0.02,D,0.08,A,0.06,A,0.029,*,0.120,A,1.37,A,0.32,A,2.17,A,0.72,A,0.10,A,0.76,A,1.18,A
CF002,4,"GSMACK",2004,2003,12,F,29.58,A,32.21,A,11.31,A,17.68,A,0.057,A,0.031,A,0.021,A,0.026,D,0.46,D,0.39,D,0.11,D,0.08,D,0.22,A,0.15,A,0.034,*,0.230,A,3.95,A,0.88,A,6.05,A,2.02,A,0.02,A,2.08,A,2.86,A
CF002,4,"GSMACK",2004,2004,1,F,39.64,A,43.21,A,6.16,A,23.14,A,0.056,A,0.052,A,0.024,A,0.005,D,0.42,D,0.36,D,0.12,D,0.07,D,0.22,A,0.17,A,0.055,A,0.196,A,5.14,A,1.10,A,8.05,A,2.75,A,0.33,A,2.40,A,2.98,A
CF002,4,"GSMACK",2004,2004,2,F,20.11,A,23.42,A,1.57,A,12.64,A,0.027,A,0.028,A,0.014,A,0.000,D,0.19,D,0.15,D,0.03,D,0.03,D,0.10,A,0.06,A,0.032,*,0.085,A,2.72,A,0.60,A,4.27,A,1.96,A,0.21,A,1.14,A,1.25,A
CF002,4,"GSMACK",2004,2004,3,F,21.99,A,25.00,A,0.55,A,13.84,A,0.031,A,0.035,A,0.015,A,0.000,D,0.21,D,0.22,D,0.07,DE,0.00,D,0.08,A,0.09,A,0.009,E*,0.131,A,2.96,A,0.64,A,4.57,A,1.75,A,0.16,A,1.25,A,1.77,A
CF002,4,"GSMACK",2004,2004,4,F,15.86,A,18.12,A,0.64,A,10.06,A,0.027,A,0.025,A,0.011,A,0.003,D,0.18,D,0.18,D,0.07,DE,0.00,D,0.07,A,0.07,A,0.009,E*,0.113,A,2.22,A,0.47,A,3.42,A,1.37,A,0.17,A,0.87,A,1.43,E
CF002,4,"GSMACK",2004,2004,5,F,15.86,A,19.08,A,1.15,A,10.13,A,0.035,A,0.023,A,0.011,A,0.012,D,0.17,D,0.16,D,0.06,D,0.01,D,0.08,A,0.07,A,0.012,*,0.093,A,2.21,A,0.48,A,3.36,A,1.30,A,0.20,A,0.88,A,1.51,A
CF002,4,"GSMACK",2004,2004,6,P,10.81,A,14.46,A,1.08,A,7.43,A,0.023,A,0.022,A,0.009,A,0.003,D,0.09,D,0.09,D,0.03,D,0.00,D,0.05,A,0.04,A,0.008,*,0.045,A,1.64,A,0.36,A,2.62,A,0.96,A,0.13,A,0.71,A,0.87,A
CF002,4,"GSMACK",2004,2004,7,P,2.63,A,4.42,A,0.21,A,2.21,A,0.007,A,0.007,A,0.005,A,0.000,D,0.03,D,0.02,D,0.01,D,0.00,D,0.01,A,0.01,A,0.004,*,0.011,A,0.54,A,0.13,A,0.82,A,0.29,A,0.03,A,0.19,A,0.20,A
CF002,4,"GSMACK",2004,2004,8,F,2.25,A,4.00,A,0.20,A,1.98,A,0.005,A,0.005,A,0.002,A,0.000,D,0.03,D,0.03,D,0.01,D,0.00,D,0.01,A,0.01,A,0.003,*,0.016,A,0.51,A,0.12,A,0.77,A,0.27,A,0.03,A,0.22,A,0.24,A
CF002,4,"GSMACK",2004,2004,9,F,4.00,A,6.58,A,0.29,A,3.23,A,0.012,A,0.009,A,0.004,A,0.003,D,0.05,D,0.04,D,0.01,D,0.01,D,0.02,A,0.02,A,0.005,A,0.024,A,0.79,A,0.19,A,1.19,A,0.46,A,0.05,A,0.34,A,0.47,A
CF002,4,"GSMACK",2005,2004,10,F,5.46,A,7.92,A,0.45,A,4.13,A,0.014,A,0.013,A,0.006,A,0.001,D,0.07,D,0.07,D,0.03,D*,0.00,D,0.04,A,0.03,A,0.002,*,0.035,A,0.89,A,0.22,A,1.52,A,0.62,A,0.07,A,0.62,A,0.61,A
